0.000000	8.000000
8.192000	16.000000
16.384000	13.000000
24.576000	208602.000000
32.768000	27227.000000
40.960000	1560.000000
49.152000	27.000000
57.344000	12.000000
65.536000	10.000000
73.728000	18.000000
81.920000	13.000000
90.112000	14.000000
98.304000	15.000000
106.496000	10.000000
114.688000	380.000000
122.880000	627.000000
131.072000	511.000000
139.264000	422.000000
147.456000	359.000000
155.648000	322.000000
163.840000	275.000000
172.032000	243.000000
180.224000	235.000000
188.416000	212.000000
196.608000	212.000000
204.800000	210.000000
212.992000	166.000000
221.184000	201.000000
229.376000	158.000000
237.568000	142.000000
245.760000	134.000000
253.952000	128.000000
262.144000	112.000000
270.336000	111.000000
278.528000	147.000000
286.720000	177.000000
294.912000	165.000000
303.104000	163.000000
311.296000	139.000000
319.488000	141.000000
327.680000	128.000000
335.872000	125.000000
344.064000	118.000000
352.256000	107.000000
360.448000	108.000000
368.640000	93.000000
376.832000	77.000000
385.024000	71.000000
393.216000	100.000000
401.408000	80.000000
409.600000	89.000000
417.792000	72.000000
425.984000	63.000000
434.176000	82.000000
442.368000	86.000000
450.560000	82.000000
458.752000	65.000000
466.944000	73.000000
475.136000	69.000000
483.328000	77.000000
491.520000	63.000000
499.712000	56.000000
507.904000	64.000000
516.096000	62.000000
524.288000	60.000000
532.480000	46.000000
540.672000	64.000000
548.864000	61.000000
557.056000	42.000000
565.248000	48.000000
573.440000	32.000000
581.632000	48.000000
589.824000	63.000000
598.016000	40.000000
606.208000	40.000000
614.400000	46.000000
622.592000	47.000000
630.784000	49.000000
638.976000	41.000000
647.168000	37.000000
655.360000	46.000000
663.552000	40.000000
671.744000	40.000000
679.936000	55.000000
688.128000	35.000000
696.320000	47.000000
704.512000	40.000000
712.704000	39.000000
720.896000	35.000000
729.088000	38.000000
737.280000	44.000000
745.472000	35.000000
753.664000	41.000000
761.856000	24.000000
770.048000	34.000000
778.240000	31.000000
786.432000	33.000000
794.624000	39.000000
802.816000	31.000000
811.008000	29.000000
819.200000	31.000000
827.392000	35.000000
835.584000	36.000000
843.776000	30.000000
851.968000	36.000000
860.160000	27.000000
868.352000	27.000000
876.544000	25.000000
884.736000	27.000000
892.928000	30.000000
901.120000	34.000000
909.312000	33.000000
917.504000	31.000000
925.696000	26.000000
933.888000	22.000000
942.080000	21.000000
950.272000	35.000000
958.464000	33.000000
966.656000	28.000000
974.848000	18.000000
983.040000	31.000000
991.232000	26.000000
999.424000	28.000000
1007.616000	23.000000
1015.808000	24.000000
1024.000000	16.000000
1032.192000	23.000000
